2026-05-07 22:54:35,635 | INFO     | __init__:1050 | Created dataset directories at C:\Users\amork\Desktop\data\manifest-1600709154662\CRISP-ML(Q)\data\classification_dataset
2026-05-07 23:01:31,350 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0253...
2026-05-07 23:01:31,351 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,351 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,351 | INFO     | run:1257 | Processing patient LIDC-IDRI-0254...
2026-05-07 23:01:31,352 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0254...
2026-05-07 23:01:31,352 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,352 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,352 | INFO     | run:1257 | Processing patient LIDC-IDRI-0255...
2026-05-07 23:01:31,354 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0255...
2026-05-07 23:01:31,354 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,355 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,355 | INFO     | run:1257 | Processing patient LIDC-IDRI-0256...
2026-05-07 23:01:31,355 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0256...
2026-05-07 23:01:31,356 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,356 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,356 | INFO     | run:1257 | Processing patient LIDC-IDRI-0257...
2026-05-07 23:01:31,356 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0257...
2026-05-07 23:01:31,357 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,357 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,357 | INFO     | run:1257 | Processing patient LIDC-IDRI-0258...
2026-05-07 23:01:31,358 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0258...
2026-05-07 23:01:31,358 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,358 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,358 | INFO     | run:1257 | Processing patient LIDC-IDRI-0259...
2026-05-07 23:01:31,359 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0259...
2026-05-07 23:01:31,359 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,360 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,360 | INFO     | run:1257 | Processing patient LIDC-IDRI-0260...
2026-05-07 23:01:31,360 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0260...
2026-05-07 23:01:31,361 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,361 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,361 | INFO     | run:1257 | Processing patient LIDC-IDRI-0261...
2026-05-07 23:01:31,363 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0261...
2026-05-07 23:01:31,363 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,363 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,363 | INFO     | run:1257 | Processing patient LIDC-IDRI-0262...
2026-05-07 23:01:31,363 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0262...
2026-05-07 23:01:31,363 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,364 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,364 | INFO     | run:1257 | Processing patient LIDC-IDRI-0263...
2026-05-07 23:01:31,364 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0263...
2026-05-07 23:01:31,364 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,365 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,365 | INFO     | run:1257 | Processing patient LIDC-IDRI-0264...
2026-05-07 23:01:31,367 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0264...
2026-05-07 23:01:31,367 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,367 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,367 | INFO     | run:1257 | Processing patient LIDC-IDRI-0265...
2026-05-07 23:01:31,368 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0265...
2026-05-07 23:01:31,368 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,368 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,369 | INFO     | run:1257 | Processing patient LIDC-IDRI-0266...
2026-05-07 23:01:31,370 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0266...
2026-05-07 23:01:31,370 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,370 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,370 | INFO     | run:1257 | Processing patient LIDC-IDRI-0267...
2026-05-07 23:01:31,371 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0267...
2026-05-07 23:01:31,371 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,372 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,375 | INFO     | run:1257 | Processing patient LIDC-IDRI-0268...
2026-05-07 23:01:31,377 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0268...
2026-05-07 23:01:31,377 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,377 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,379 | INFO     | run:1257 | Processing patient LIDC-IDRI-0269...
2026-05-07 23:01:31,380 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0269...
2026-05-07 23:01:31,380 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,380 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,381 | INFO     | run:1257 | Processing patient LIDC-IDRI-0270...
2026-05-07 23:01:31,382 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0270...
2026-05-07 23:01:31,383 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,383 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,383 | INFO     | run:1257 | Processing patient LIDC-IDRI-0271...
2026-05-07 23:01:31,385 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0271...
2026-05-07 23:01:31,385 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,385 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,385 | INFO     | run:1257 | Processing patient LIDC-IDRI-0272...
2026-05-07 23:01:31,387 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0272...
2026-05-07 23:01:31,387 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,387 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,387 | INFO     | run:1257 | Processing patient LIDC-IDRI-0273...
2026-05-07 23:01:31,389 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0273...
2026-05-07 23:01:31,389 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,389 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,390 | INFO     | run:1257 | Processing patient LIDC-IDRI-0274...
2026-05-07 23:01:31,391 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0274...
2026-05-07 23:01:31,391 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,391 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,391 | INFO     | run:1257 | Processing patient LIDC-IDRI-0275...
2026-05-07 23:01:31,394 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0275...
2026-05-07 23:01:31,394 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,394 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,394 | INFO     | run:1257 | Processing patient LIDC-IDRI-0276...
2026-05-07 23:01:31,396 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0276...
2026-05-07 23:01:31,396 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,396 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,396 | INFO     | run:1257 | Processing patient LIDC-IDRI-0277...
2026-05-07 23:01:31,398 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0277...
2026-05-07 23:01:31,398 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,399 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,399 | INFO     | run:1257 | Processing patient LIDC-IDRI-0278...
2026-05-07 23:01:31,400 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0278...
2026-05-07 23:01:31,400 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,400 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,401 | INFO     | run:1257 | Processing patient LIDC-IDRI-0279...
2026-05-07 23:01:31,402 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0279...
2026-05-07 23:01:31,403 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,403 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,404 | INFO     | run:1257 | Processing patient LIDC-IDRI-0280...
2026-05-07 23:01:31,406 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0280...
2026-05-07 23:01:31,406 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,406 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,406 | INFO     | run:1257 | Processing patient LIDC-IDRI-0281...
2026-05-07 23:01:31,408 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0281...
2026-05-07 23:01:31,408 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,409 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,409 | INFO     | run:1257 | Processing patient LIDC-IDRI-0282...
2026-05-07 23:01:31,411 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0282...
2026-05-07 23:01:31,420 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,423 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,426 | INFO     | run:1257 | Processing patient LIDC-IDRI-0283...
2026-05-07 23:01:31,431 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0283...
2026-05-07 23:01:31,432 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,432 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,432 | INFO     | run:1257 | Processing patient LIDC-IDRI-0284...
2026-05-07 23:01:31,434 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0284...
2026-05-07 23:01:31,434 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,435 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,435 | INFO     | run:1257 | Processing patient LIDC-IDRI-0285...
2026-05-07 23:01:31,437 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0285...
2026-05-07 23:01:31,437 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,437 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,437 | INFO     | run:1257 | Processing patient LIDC-IDRI-0286...
2026-05-07 23:01:31,439 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0286...
2026-05-07 23:01:31,439 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,439 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,440 | INFO     | run:1257 | Processing patient LIDC-IDRI-0287...
2026-05-07 23:01:31,441 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0287...
2026-05-07 23:01:31,441 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,441 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,441 | INFO     | run:1257 | Processing patient LIDC-IDRI-0288...
2026-05-07 23:01:31,443 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0288...
2026-05-07 23:01:31,443 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,443 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,443 | INFO     | run:1257 | Processing patient LIDC-IDRI-0289...
2026-05-07 23:01:31,446 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0289...
2026-05-07 23:01:31,446 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,446 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,446 | INFO     | run:1257 | Processing patient LIDC-IDRI-0290...
2026-05-07 23:01:31,448 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0290...
2026-05-07 23:01:31,448 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,448 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,448 | INFO     | run:1257 | Processing patient LIDC-IDRI-0291...
2026-05-07 23:01:31,450 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0291...
2026-05-07 23:01:31,450 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,450 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,450 | INFO     | run:1257 | Processing patient LIDC-IDRI-0292...
2026-05-07 23:01:31,452 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0292...
2026-05-07 23:01:31,452 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,453 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,453 | INFO     | run:1257 | Processing patient LIDC-IDRI-0293...
2026-05-07 23:01:31,454 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0293...
2026-05-07 23:01:31,454 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,454 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,454 | INFO     | run:1257 | Processing patient LIDC-IDRI-0294...
2026-05-07 23:01:31,457 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0294...
2026-05-07 23:01:31,457 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,457 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,457 | INFO     | run:1257 | Processing patient LIDC-IDRI-0295...
2026-05-07 23:01:31,458 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0295...
2026-05-07 23:01:31,458 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,458 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,458 | INFO     | run:1257 | Processing patient LIDC-IDRI-0296...
2026-05-07 23:01:31,460 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0296...
2026-05-07 23:01:31,460 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,460 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,460 | INFO     | run:1257 | Processing patient LIDC-IDRI-0297...
2026-05-07 23:01:31,461 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0297...
2026-05-07 23:01:31,461 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,462 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,462 | INFO     | run:1257 | Processing patient LIDC-IDRI-0298...
2026-05-07 23:01:31,463 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0298...
2026-05-07 23:01:31,463 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,463 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,464 | INFO     | run:1257 | Processing patient LIDC-IDRI-0299...
2026-05-07 23:01:31,465 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0299...
2026-05-07 23:01:31,465 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,465 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,466 | INFO     | run:1257 | Processing patient LIDC-IDRI-0300...
2026-05-07 23:01:31,466 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0300...
2026-05-07 23:01:31,467 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,467 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,467 | INFO     | run:1257 | Processing patient LIDC-IDRI-0301...
2026-05-07 23:01:31,468 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0301...
2026-05-07 23:01:31,468 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,468 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,468 | INFO     | run:1257 | Processing patient LIDC-IDRI-0302...
2026-05-07 23:01:31,469 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0302...
2026-05-07 23:01:31,470 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,470 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,470 | INFO     | run:1257 | Processing patient LIDC-IDRI-0303...
2026-05-07 23:01:31,472 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0303...
2026-05-07 23:01:31,472 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,473 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,473 | INFO     | run:1257 | Processing patient LIDC-IDRI-0304...
2026-05-07 23:01:31,476 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0304...
2026-05-07 23:01:31,476 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,476 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,477 | INFO     | run:1257 | Processing patient LIDC-IDRI-0305...
2026-05-07 23:01:31,479 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0305...
2026-05-07 23:01:31,480 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,480 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,480 | INFO     | run:1257 | Processing patient LIDC-IDRI-0306...
2026-05-07 23:01:31,482 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0306...
2026-05-07 23:01:31,483 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,483 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,483 | INFO     | run:1257 | Processing patient LIDC-IDRI-0307...
2026-05-07 23:01:31,486 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0307...
2026-05-07 23:01:31,486 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,486 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,486 | INFO     | run:1257 | Processing patient LIDC-IDRI-0308...
2026-05-07 23:01:31,488 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0308...
2026-05-07 23:01:31,488 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,488 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,488 | INFO     | run:1257 | Processing patient LIDC-IDRI-0309...
2026-05-07 23:01:31,490 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0309...
2026-05-07 23:01:31,490 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,490 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,490 | INFO     | run:1257 | Processing patient LIDC-IDRI-0310...
2026-05-07 23:01:31,492 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0310...
2026-05-07 23:01:31,492 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,493 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,493 | INFO     | run:1257 | Processing patient LIDC-IDRI-0311...
2026-05-07 23:01:31,494 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0311...
2026-05-07 23:01:31,494 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,494 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,494 | INFO     | run:1257 | Processing patient LIDC-IDRI-0312...
2026-05-07 23:01:31,496 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0312...
2026-05-07 23:01:31,496 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,496 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,497 | INFO     | run:1257 | Processing patient LIDC-IDRI-0313...
2026-05-07 23:01:31,498 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0313...
2026-05-07 23:01:31,498 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,498 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,499 | INFO     | run:1257 | Processing patient LIDC-IDRI-0314...
2026-05-07 23:01:31,500 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0314...
2026-05-07 23:01:31,500 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,500 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,500 | INFO     | run:1257 | Processing patient LIDC-IDRI-0315...
2026-05-07 23:01:31,502 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0315...
2026-05-07 23:01:31,502 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,502 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0315...
2026-05-07 23:01:31,502 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,502 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,503 | INFO     | run:1257 | Processing patient LIDC-IDRI-0316...
2026-05-07 23:01:31,504 | INFO     | _process_scan:837 | Loading scan LIDC-IDRI-0316...
2026-05-07 23:01:31,505 | ERROR    | _process_scan:899 | Failed to process scan: Failed to read CT series: 'Scan' object has no attribute 'load_dicom_images'
2026-05-07 23:01:31,505 | INFO     | run:1263 | Progress: 0/1010 patients, 0 patches extracted
2026-05-07 23:01:31,505 | INFO     | run:1257 | Processing patient LIDC-IDRI-0317...
